bias,condition_mean_mae,condition_median_mae,feature_group,heldout_fold,horizon_checkups,mae,model_level,n_test,n_train,oracle_exposure_feature_group,rmse,split_name,target,test_conditions,train_conditions,worst_condition_mae
0.0009685236878508652,0.04204556996787926,0.02900833643612794,K2_nominal_condition,1,1,0.023028980611252116,MH3_hist_gradient_boosting,865,2962,False,0.06915571295375794,condition_fold,capacity_Ah_kh,15,61,0.16854520670143186
0.0018604868197918724,0.037717889905449456,0.0252486099459731,K3_oracle_exposure_diagnostic,1,1,0.021215020634606403,MH3_hist_gradient_boosting,865,2962,True,0.06510111862555218,condition_fold,capacity_Ah_kh,15,61,0.15094350243961022
0.05157925549132948,0.10458010102451172,0.06255194029850746,persistence,1,1,0.05172699421965318,MH0_persistence,865,2962,False,0.11500243533787283,condition_fold,delta_capacity_Ah_h,15,61,0.48400216666666673
0.014071308670520234,0.06071628003776486,0.020541833333333325,prior_slope,1,1,0.024946934104046237,MH1_prior_slope_linear,865,2962,False,0.08937410279077208,condition_fold,delta_capacity_Ah_h,15,61,0.27608983333333326
-0.001498789996386221,0.0849104932591923,0.046358495624815026,K0_prior_capacity,1,1,0.05167046923267996,MH2_ridge,865,2962,False,0.09359099128347612,condition_fold,delta_capacity_Ah_h,15,61,0.37379502346769494
-0.0004668233481106273,0.07290894977304205,0.025892735342210482,K1_prior_state_time,1,1,0.02928973029759644,MH2_ridge,865,2962,False,0.09024610555632107,condition_fold,delta_capacity_Ah_h,15,61,0.45134949835234167
-0.004537247983959946,0.07338004085781011,0.03784361686725792,K2_nominal_condition,1,1,0.03108486119226637,MH2_ridge,865,2962,False,0.08675979648854719,condition_fold,delta_capacity_Ah_h,15,61,0.38790913992074766
-0.004524497853920032,0.07301954151930742,0.03868710382721209,K3_oracle_exposure_diagnostic,1,1,0.029744444005162046,MH2_ridge,865,2962,True,0.0879096190475837,condition_fold,delta_capacity_Ah_h,15,61,0.38777289889494254
0.0038880786053023765,0.05796234519595138,0.03077548676871053,K0_prior_capacity,1,1,0.029471423679463496,MH3_hist_gradient_boosting,865,2962,False,0.08766019270432628,condition_fold,delta_capacity_Ah_h,15,61,0.2243915190079301
0.001532411093957634,0.05192713255160598,0.021422220560355802,K1_prior_state_time,1,1,0.021747463515899155,MH3_hist_gradient_boosting,865,2962,False,0.07179211624082044,condition_fold,delta_capacity_Ah_h,15,61,0.28176856794705835
0.000892875381662329,0.041641572646407006,0.023569481260741862,K2_nominal_condition,1,1,0.01967799004181275,MH3_hist_gradient_boosting,865,2962,False,0.06698316336708288,condition_fold,delta_capacity_Ah_h,15,61,0.17253056252821453
0.0003638503255628579,0.039611137139890104,0.022480533231992027,K3_oracle_exposure_diagnostic,1,1,0.01777046182601346,MH3_hist_gradient_boosting,865,2962,True,0.060388641203483924,condition_fold,delta_capacity_Ah_h,15,61,0.19398934671653867
0.08904157804878049,0.1946890600990031,0.115591828125,persistence,1,2,0.0890994024390244,MH0_persistence,820,2779,False,0.17122318707539613,condition_fold,capacity_Ah_kh,15,61,0.9680043333333335
