artifact,split_name,target,horizon_checkups,model_level,feature_group,retention_fraction,rows_retained,conditions_retained,mae,rmse,mean_support_score,median_nearest_distance,claim_scope
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,0.75,66,7,0.5485298939393939,0.6584603288427113,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,0.5,44,5,0.5981702727272727,0.6845112543934674,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,0.25,22,4,0.6500961363636364,0.7582805656064311,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,1.0,87,7,0.3026048965517242,0.4196460737123962,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,0.9,79,7,0.3198253291139241,0.437124889081535,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,0.75,66,7,0.3522117121212121,0.4640210325886656,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,0.5,44,5,0.3940185227272728,0.48555515433374624,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH1_prior_slope_linear,prior_slope,0.25,22,4,0.49068495454545463,0.5869732316040329,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K0_prior_capacity,1.0,87,7,0.32162618653406955,0.46102489061326973,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K0_prior_capacity,0.9,79,7,0.33925783871387283,0.48087295841691735,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K0_prior_capacity,0.75,66,7,0.3825046446849303,0.5162581521135935,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K0_prior_capacity,0.5,44,5,0.4234524740193484,0.5339502530824228,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K0_prior_capacity,0.25,22,4,0.49028249060585966,0.620619072013816,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K1_prior_state_time,1.0,87,7,0.25811018010295467,0.3816482989170135,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K1_prior_state_time,0.9,79,7,0.2736745166453808,0.39840159194780156,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K1_prior_state_time,0.75,66,7,0.30212476851682585,0.42303790100966904,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH2_ridge,K1_prior_state_time,0.5,44,5,0.33452647351120623,0.4302492073219789,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
