candidate_condition_mae,condition_mae_delta,feature_group,heldout_fold,model_level,parameter_set,reference_condition_mae,relative_degradation,run_scope,split_name,target
0.13398564130094018,-0.006457239693927891,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,24,0.14044288099486807,-0.04597769319588257,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06618801612516433,0.01407065884459209,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,28,0.052117357280572235,0.26998028255429607,primary,c_rate_holdout_fold,delta_capacity_Ah
0.10144833797638557,-0.035407495337057934,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,32,0.1368558333134435,-0.2587211263108053,primary,c_rate_holdout_fold,delta_capacity_Ah
0.0932477573791688,-0.047671568108396595,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,36,0.1409193254875654,-0.33828978348752525,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07543356859750751,0.002169680092448417,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,40,0.07326388850505909,0.029614590990465844,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07883783705640966,-0.017688617296870005,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,44,0.09652645435327967,-0.18325149737843863,primary,c_rate_holdout_fold,delta_capacity_Ah
0.025172046322941573,-0.03377213008520699,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,48,0.058944176408148564,-0.572951089372389,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04947181020670288,-0.009617043357769473,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,52,0.059088853564472354,-0.16275562610596656,primary,c_rate_holdout_fold,delta_capacity_Ah
0.05393127018895323,-0.029135226853871724,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,56,0.08306649704282495,-0.3507458228177246,primary,c_rate_holdout_fold,delta_capacity_Ah
0.10468819020484187,-0.02371741414328883,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,60,0.1284056043481307,-0.18470700140927382,primary,c_rate_holdout_fold,delta_capacity_Ah
0.05396599737516804,0.003509183902366847,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,64,0.05045681347280119,0.06954826634580237,primary,c_rate_holdout_fold,delta_capacity_Ah
0.1338449384645961,-0.006507947774312378,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,20,0.1403528862389085,-0.04636846415281093,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07682763258810615,-0.08475703957420755,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,24,0.1615846721623137,-0.5245363835566539,primary,c_rate_holdout_fold,delta_capacity_Ah
0.03975361325797625,-0.02576767263115296,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,28,0.06552128588912921,-0.3932717784989036,primary,c_rate_holdout_fold,delta_capacity_Ah
0.09472777190517416,-0.09111335855052975,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,32,0.1858411304557039,-0.4902755290344461,primary,c_rate_holdout_fold,delta_capacity_Ah
0.13244067555807768,-0.07949767384507811,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,36,0.21193834940315578,-0.37509810786463726,primary,c_rate_holdout_fold,delta_capacity_Ah
0.061417323513939866,0.0016971408776488422,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,40,0.059720182636291023,0.02841821311875085,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07892739336399145,-0.010833385076554028,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,44,0.08976077844054547,-0.12069174604729724,primary,c_rate_holdout_fold,delta_capacity_Ah
0.027008360092186677,-0.005360331700582352,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,48,0.03236869179276903,-0.16560235844254348,primary,c_rate_holdout_fold,delta_capacity_Ah
0.05849588728892054,-0.004182320411367305,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,52,0.06267820770028784,-0.06672686671843199,primary,c_rate_holdout_fold,delta_capacity_Ah
0.04124786837709546,-0.019506539783934018,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,56,0.06075440816102948,-0.32107200735512,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07660708233180007,-0.05351322912149763,F8_timestamp_weighted_stress,1,R2_stressor_balanced_hgb,60,0.1301203114532977,-0.41125961445845755,primary,c_rate_holdout_fold,delta_capacity_Ah
