brier,calibration_intercept,calibration_slope,ece_10_bin,feature_group,heldout_fold,model_level,positive_count,row_count,split_name,target
0.01115769765446838,0.5303927558767068,0.06954171974422954,0.010809687327680015,W2_nominal,1,B6_hist_gradient_boosting_classifier,28,865,condition_fold,event_within_1_checkup
0.01430655750204048,0.3907641931242318,0.05129681051289389,0.013744935175305364,W2_nominal,2,B6_hist_gradient_boosting_classifier,29,892,condition_fold,event_within_1_checkup
0.03649308286221004,0.4976531166112088,0.06222467397736069,0.03696945352890979,W2_nominal,3,B6_hist_gradient_boosting_classifier,38,509,condition_fold,event_within_1_checkup
0.01764669650879019,0.4928846004326704,0.0637620872843139,0.015278037395582651,W2_nominal,4,B6_hist_gradient_boosting_classifier,36,717,condition_fold,event_within_1_checkup
0.03850213738092089,0.37747159502999483,0.047385873649870305,0.03697857363931034,W2_nominal,1,B6_hist_gradient_boosting_classifier,36,752,profile_holdout_fold,event_within_1_checkup
0.022017675477511545,0.5819086888484658,0.07300948339979309,0.022671968219681385,W2_nominal,1,B6_hist_gradient_boosting_classifier,43,742,temperature_holdout_fold,event_within_1_checkup
0.026688814177117715,0.410342714443725,0.05273514825923338,0.025142605357777004,W2_nominal,2,B6_hist_gradient_boosting_classifier,49,1060,temperature_holdout_fold,event_within_1_checkup
0.047223011380201296,0.3685968955311214,0.04855938665147267,0.04691401471634807,W2_nominal,1,B6_hist_gradient_boosting_classifier,84,1130,voltage_window_holdout_fold,event_within_1_checkup
0.03541911456298528,0.5011135904350525,0.06459551543116818,0.032613261181465715,W2_nominal,2,B6_hist_gradient_boosting_classifier,85,1371,voltage_window_holdout_fold,event_within_1_checkup
0.0019793840740915543,0.5040734013460635,0.06892225342564261,0.0013977130834604097,W2_nominal,3,B6_hist_gradient_boosting_classifier,4,1326,voltage_window_holdout_fold,event_within_1_checkup
0.35090157826666796,,,0.3308040750446901,prior_rate,1,B0_event_rate_prior,64,157,c_rate_holdout_fold,event_within_2_checkups
0.08975740204858884,,,0.011695023776121555,prior_rate,0,B0_event_rate_prior,84,844,condition_fold,event_within_2_checkups
0.061648677360579246,,,0.03316693532334425,prior_rate,1,B0_event_rate_prior,56,865,condition_fold,event_within_2_checkups
0.06189035741759248,,,0.033103643211281814,prior_rate,2,B0_event_rate_prior,58,892,condition_fold,event_within_2_checkups
0.1316337705840133,,,0.06793805532956512,prior_rate,3,B0_event_rate_prior,76,509,condition_fold,event_within_2_checkups
0.09048622490457932,,,0.012315516151165759,prior_rate,4,B0_event_rate_prior,72,717,condition_fold,event_within_2_checkups
0.08662171312527864,,,0.006638989794153255,prior_rate,1,B0_event_rate_prior,72,752,profile_holdout_fold,event_within_2_checkups
0.10346955749172593,,,0.03162419672618137,prior_rate,1,B0_event_rate_prior,86,742,temperature_holdout_fold,event_within_2_checkups
0.0839132854246938,,,0.0028250744965939434,prior_rate,2,B0_event_rate_prior,98,1060,temperature_holdout_fold,event_within_2_checkups
0.1334039102252834,,,0.08267330793638293,prior_rate,1,B0_event_rate_prior,168,1130,voltage_window_holdout_fold,event_within_2_checkups
