bias,condition_mean_mae,condition_median_mae,diagnostic_family,feature_group,heldout_fold,horizon_checkups,mae,model_level,n_test,n_train,rmse,split_name,target_name,test_conditions,train_conditions,worst_condition_mae
0.0007429268982893922,0.0007280759268770958,0.00045828214745885964,eis,DH2_prior_same_diagnostic_state,2,5,0.0008588964960178677,DM3_hist_gradient_boosting,979,1924,0.0012718452873892252,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.002306398749258654
0.0006988638838236889,0.0007245687626396492,0.0004873759041815254,eis,DH3_capacity_plus_prior_same_diagnostic,2,5,0.0008057682107155812,DM3_hist_gradient_boosting,979,1924,0.001162833466085257,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.001982160705507754
-0.0022114792694399436,0.003314541708378623,0.0028421551932367147,eis,persistence,2,5,0.0022160183861082735,DM0_persistence,979,1924,0.003777857637872709,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.009351904761904763
-0.0018935314000454444,0.002619011711172336,0.002278221051752302,eis,train_mean,2,5,0.0023947017720360414,DM1_train_mean,979,1924,0.004302038611740617,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.007998623923373924
0.005652167001101337,0.004710146132863872,0.004546819495885262,eis,DH0_time_nominal,2,5,0.005998902384698775,DM2_ridge,979,1924,0.007027780659389155,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.00988958918206732
0.004076573150454846,0.003706264750729801,0.0035505125166878353,eis,DH1_capacity_state,2,5,0.004439804205654513,DM2_ridge,979,1924,0.005280556694337003,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.009311779749240991
0.0024421129139809566,0.002967367782670135,0.0025174068789099143,eis,DH2_prior_same_diagnostic_state,2,5,0.0029241390615879605,DM2_ridge,979,1924,0.0039565773375382475,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.008754750351203799
0.0023169306021172498,0.002684068976695949,0.002262964214845709,eis,DH3_capacity_plus_prior_same_diagnostic,2,5,0.002771570643975173,DM2_ridge,979,1924,0.003818083100939185,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.008590062751058078
0.007411124021796793,0.005810221218542879,0.0058015370358302796,eis,DH0_time_nominal,2,5,0.007700334182004086,DM3_hist_gradient_boosting,979,1924,0.008770272454863793,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.010683994548964657
0.0034210206004689526,0.003496338283200129,0.0036971454244974066,eis,DH1_capacity_state,2,5,0.004094852331580847,DM3_hist_gradient_boosting,979,1924,0.005831012386324585,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.007592837238992385
0.0019203996351776606,0.0030673028081094835,0.0028889133919494225,eis,DH2_prior_same_diagnostic_state,2,5,0.0030242575176551664,DM3_hist_gradient_boosting,979,1924,0.004851943673412783,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.007827217873646129
0.0013212387871329,0.0028585525335945135,0.002552136510381147,eis,DH3_capacity_plus_prior_same_diagnostic,2,5,0.002515298753000816,DM3_hist_gradient_boosting,979,1924,0.004177225478200269,voltage_window_holdout_fold,nyquist_semicircle_width_proxy,26,36,0.00796169466053429
-8.746681749622926e-05,0.0004782340888278389,0.00045641666666666704,pulse,persistence,3,1,0.0004763265460030167,DM0_persistence,1326,2426,0.000608593166063988,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.0007015384615384615
0.004584397915866199,0.004881037578344642,0.005154760741765791,pulse,train_mean,3,1,0.004898977903406907,DM1_train_mean,1326,2426,0.005057542353963551,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.005648766694146743
0.0008311389954611725,0.0017927289274769322,0.001698814375734775,pulse,DH0_time_nominal,3,1,0.0017847578630572328,DM2_ridge,1326,2426,0.002316447304347728,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.005017127719809477
-0.0023411057557680454,0.0024015408338116566,0.0025771052747525875,pulse,DH1_capacity_state,3,1,0.002394993868353473,DM2_ridge,1326,2426,0.0027069092018833715,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.004771856820105457
0.00012872015522393576,0.0006197401152081315,0.0006157352597586256,pulse,DH2_prior_same_diagnostic_state,3,1,0.000618931055262916,DM2_ridge,1326,2426,0.0007856675485249987,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.0007628013646897269
-0.000656639883823699,0.0007692039936976892,0.0007950749982195485,pulse,DH3_capacity_plus_prior_same_diagnostic,3,1,0.0007682175215859916,DM2_ridge,1326,2426,0.0009149260989194276,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.0009698150488600247
-0.00017096232039032542,0.0010837857734943416,0.0006242336150713672,pulse,DH0_time_nominal,3,1,0.0010587198000386415,DM3_hist_gradient_boosting,1326,2426,0.0019768687666741735,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.005212235076158541
0.0001563980677537812,0.0008809762047914139,0.0006806566945251007,pulse,DH1_capacity_state,3,1,0.0008680669261685985,DM3_hist_gradient_boosting,1326,2426,0.0013770821434586486,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.0035113348353192956
0.0005218379214076662,0.0007522375457315774,0.0007421665949682861,pulse,DH2_prior_same_diagnostic_state,3,1,0.0007523222352769764,DM3_hist_gradient_boosting,1326,2426,0.000948647770639886,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.0010195512596507378
0.00020332886339621963,0.0005663016272744781,0.0005151946249166414,pulse,DH3_capacity_plus_prior_same_diagnostic,3,1,0.0005642092643435301,DM3_hist_gradient_boosting,1326,2426,0.0007108323095627573,voltage_window_holdout_fold,pulse_1s_resistance,16,60,0.0010980536320577712
-6.743288084464554e-05,0.00047646686126373637,0.0004697083333333333,pulse,persistence,3,1,0.00047515384615384623,DM0_persistence,1326,2426,0.0006003454812294162,voltage_window_holdout_fold,pulse_10ms_resistance,16,60,0.0006923974358974359
0.002854805358366316,0.0033094005842158668,0.003498024761512189,pulse,train_mean,3,1,0.003317667584948876,DM1_train_mean,1326,2426,0.003487744452689779,voltage_window_holdout_fold,pulse_10ms_resistance,16,60,0.0038662628567502845
0.0007428331598664833,0.002043131739171442,0.0019210735607176565,pulse,DH0_time_nominal,3,1,0.0020301409193486182,DM2_ridge,1326,2426,0.0025767733035810684,voltage_window_holdout_fold,pulse_10ms_resistance,16,60,0.005696268726613562
-0.0018530075653258894,0.0018846123817983047,0.0016575856882329277,pulse,DH1_capacity_state,3,1,0.0018670285224271265,DM2_ridge,1326,2426,0.0023094040332386477,voltage_window_holdout_fold,pulse_10ms_resistance,16,60,0.005435038047652892
0.00011575313777485721,0.0006144640662249289,0.0005906755576326839,pulse,DH2_prior_same_diagnostic_state,3,1,0.0006131164580517149,DM2_ridge,1326,2426,0.0007716097436199798,voltage_window_holdout_fold,pulse_10ms_resistance,16,60,0.0008941462873187958
-0.0006345933090691986,0.0007418024100324445,0.0006873515975619028,pulse,DH3_capacity_plus_prior_same_diagnostic,3,1,0.0007384667770687372,DM2_ridge,1326,2426,0.0009041414826147761,voltage_window_holdout_fold,pulse_10ms_resistance,16,60,0.001362488211556372
9.881898002551383e-05,0.0012317656254639028,0.0009394471797401446,pulse,DH0_time_nominal,3,1,0.001211328626136171,DM3_hist_gradient_boosting,1326,2426,0.0019805349832865203,voltage_window_holdout_fold,pulse_10ms_resistance,16,60,0.004803938241033823
