target,model_level,feature_group,heldout_fold,parameter_set,aging_mode,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,nominal_discharge_C_rate,profile_label,rows,cells,mae,rmse,mean_signed_error,median_abs_error,mean_y_true,mean_y_pred,support_score,nearest_distance,nearest_parameter_set,same_stressor_support_count,exact_nominal_match_count,claim_scope
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.03399563940733426,0.045679448551597515,-5.600273799163807e-05,0.03098040872172532,-0.16491580000000003,-0.16497180273799167,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.03352632305682735,0.048215030722363696,0.006871640700072063,0.017579805737824347,-0.16491580000000003,-0.15804415929992796,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.03236869179276903,0.041265607269071476,-0.003177905758769935,0.029353466565899322,-0.16491580000000003,-0.16809370575876997,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.031333833990719866,0.055549694856933764,0.024575852629849862,0.01184056584132668,-0.10545702631578949,-0.08088117368593963,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.031131711304463777,0.05558049862849631,0.025612215180153424,0.015818709976924996,-0.10545702631578949,-0.07984481113563606,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.031069525141912396,0.04666561102067555,0.0153763473594889,0.018247191390308722,-0.10545702631578949,-0.09008067895630058,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.029548555546529687,0.043529144761163624,0.015855172424339953,0.013935246024656671,-0.10545702631578949,-0.08960185389144953,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.02843789721939229,0.04844160287925695,0.020202757947381366,0.013383617857079325,-0.10545702631578949,-0.08525426836840812,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.026111149937679632,0.04875155670250234,0.016937559163526156,0.013118384998538367,-0.10545702631578949,-0.08851946715226332,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.023419730991246102,0.04294038202368473,0.015501319229721405,0.012041031634752501,-0.10545702631578949,-0.08995570708606808,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
