run_scope,model_level,feature_group,split_name,heldout_fold,target,target_path,test_rows,test_parameter_sets,mae,rmse,signed_bias,condition_mean_mae,condition_median_mae,worst_condition_mae
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,voltage_window_holdout_fold,2,capacity_Ah_k1,derived_capacity_from_delta,1371,32,0.05402710403348394,0.10319063020150235,-0.00921397182658378,0.09477460201988042,0.07251327984921282,0.3039932202804308
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,voltage_window_holdout_fold,3,capacity_Ah_k1,derived_capacity_from_delta,1326,16,0.017789146513062296,0.025034737559430156,-0.01668073948336049,0.01779738400911482,0.018935081404807486,0.022648045374498844
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,c_rate_holdout_fold,1,capacity_Ah_k1,derived_capacity_from_delta,157,12,0.10824404162031112,0.19562395240741046,0.09457678507442585,0.1591721521021324,0.14434838638128888,0.3450340635260669
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,condition_fold,0,capacity_Ah_k1,derived_capacity_from_delta,844,16,0.023365146820693954,0.06325453206977849,0.004849726083860178,0.03658784264622732,0.02669685512650307,0.1258303059747615
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,condition_fold,1,capacity_Ah_k1,derived_capacity_from_delta,865,15,0.018326730147256793,0.06406145206146292,0.006811716210273105,0.03328399184814432,0.019358286354634765,0.12383964304811758
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,condition_fold,2,capacity_Ah_k1,derived_capacity_from_delta,892,15,0.015952977266388616,0.047476535441549346,0.001169694623822084,0.03541655274192161,0.02071886598243075,0.1748905956671025
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,condition_fold,3,capacity_Ah_k1,derived_capacity_from_delta,509,15,0.041382981896286,0.10609220613954694,0.023069755836183505,0.08757431968681552,0.06925190485693702,0.31421215716577283
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,condition_fold,4,capacity_Ah_k1,derived_capacity_from_delta,717,15,0.02173128443600179,0.05400457017513629,-0.0016028718417660597,0.05422609473061012,0.025309911316304754,0.2204837884389865
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,temperature_holdout_fold,1,capacity_Ah_k1,derived_capacity_from_delta,742,19,0.031887576544112214,0.09078689159707329,0.023260377682714804,0.08296123274270494,0.057689287997232906,0.2172490431463247
primary,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,temperature_holdout_fold,2,capacity_Ah_k1,derived_capacity_from_delta,1060,19,0.03471347992100485,0.08352722156372178,-0.004053315367214715,0.051918411263799605,0.05221340379177726,0.14645712936600258
